fx{i},fx{i},fx{i},fx{i},fx{i},fx{i},fx{i},fx{i},fx{i},fx{i},fx{i},fx{i},fx{i},fx{i},fx{i},fx{i},fx{i},fx{i},fx{i},fx{i},fx{i},y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17,y18,y19,y20,y21,label
0.25302654504776,0.3492351174354553,0.4354604482650757,0.48690372705459595,0.49995192885398865,0.4776516258716583,0.4747467339038849,0.44018682837486267,0.4317002594470978,0.3932521641254425,0.3960469365119934,0.3704931437969208,0.3706248998641968,0.30713286995887756,0.31136801838874817,0.2952992618083954,0.2989349067211151,0.22707264125347137,0.24367459118366241,0.24462589621543884,0.24571280181407928,0.3612249791622162,0.3914899230003357,0.4428924322128296,0.5042586326599121,0.5592516660690308,0.22431659698486328,0.4742240905761719,0.469463586807251,0.4052371084690094,0.20754501223564148,0.4883737564086914,0.44911131262779236,0.37185195088386536,0.23011869192123413,0.4839041531085968,0.4412310719490051,0.36875787377357483,0.26774418354034424,0.46277230978012085,0.4296552836894989,0.36385732889175415,Fist
0.30626365542411804,0.37931346893310547,0.4410700500011444,0.4369121789932251,0.3555740416049957,0.4823983311653137,0.3941425681114197,0.38636574149131775,0.39926132559776306,0.3888213038444519,0.31266069412231445,0.3220619857311249,0.33911582827568054,0.29348355531692505,0.23864974081516266,0.25200632214546204,0.2726801633834839,0.20657537877559662,0.17894448339939117,0.2017851322889328,0.2228109985589981,0.41120004653930664,0.5004743337631226,0.5982642769813538,0.6674429178237915,0.6738542318344116,0.3363606929779053,0.5760509371757507,0.5703698992729187,0.5131515860557556,0.275674432516098,0.5670353770256042,0.5367233753204346,0.4546644687652588,0.2612789571285248,0.5335656404495239,0.4993867874145508,0.4131105840206146,0.2711241841316223,0.4806508421897888,0.460970401763916,0.3907890021800995,Fist
0.16368992626667023,0.28168678283691406,0.3972344994544983,0.488689124584198,0.5604335069656372,0.331682413816452,0.44107890129089355,0.3997029662132263,0.36229243874549866,0.2353430688381195,0.3692026436328888,0.3203876316547394,0.2859782874584198,0.15685437619686127,0.28571563959121704,0.24256634712219238,0.21231624484062195,0.0905010849237442,0.20898446440696716,0.1907862275838852,0.15986622869968414,0.4743225574493408,0.42504265904426575,0.39386847615242004,0.4326063096523285,0.48099055886268616,0.16680511832237244,0.43120259046554565,0.453590452671051,0.39395278692245483,0.22249096632003784,0.5063464045524597,0.4863630533218384,0.41222643852233887,0.31561049818992615,0.5746094584465027,0.5465795397758484,0.4705480933189392,0.41706231236457825,0.5999780893325806,0.5712010264396667,0.5063316226005554,Fist
0.1911127269268036,0.2785574793815613,0.35188084840774536,0.3848021626472473,0.36177098751068115,0.37801823019981384,0.34349924325942993,0.3226355314254761,0.32537853717803955,0.29771408438682556,0.27075064182281494,0.2594573497772217,0.27050745487213135,0.216388538479805,0.19646905362606049,0.19163081049919128,0.2052018940448761,0.1415978968143463,0.13522887229919434,0.14152982831001282,0.1492132693529129,0.4757688641548157,0.5070534348487854,0.5572336912155151,0.6152324080467224,0.6535056829452515,0.35542792081832886,0.5705450773239136,0.5577152371406555,0.5017913579940796,0.33154210448265076,0.5837489366531372,0.5441389679908752,0.4715243875980377,0.3431757092475891,0.577763557434082,0.5351631045341492,0.4634854197502136,0.3707413971424103,0.5525252223014832,0.5196162462234497,0.4544534981250763,Fist
0.18079786002635956,0.2784650921821594,0.4068312346935272,0.4967153072357178,0.5178293585777283,0.3524274230003357,0.47061818838119507,0.4488099217414856,0.4102545380592346,0.2965141236782074,0.4332401752471924,0.4071196913719177,0.3661784529685974,0.25162172317504883,0.3828018307685852,0.3569815754890442,0.32270970940589905,0.21735984086990356,0.3328850269317627,0.3197641670703888,0.288158655166626,0.39249205589294434,0.32852303981781006,0.32247114181518555,0.37323105335235596,0.41452762484550476,0.21957549452781677,0.36917293071746826,0.4118860363960266,0.38731807470321655,0.293745219707489,0.448555052280426,0.46648457646369934,0.42785194516181946,0.38208651542663574,0.5144802331924438,0.5137479901313782,0.4712705910205841,0.472558856010437,0.5696877837181091,0.5563482046127319,0.5175530314445496,Fist
0.28962451219558716,0.3455964922904968,0.3862464129924774,0.390461802482605,0.3610296845436096,0.4666305184364319,0.3793100416660309,0.37061840295791626,0.3901069760322571,0.3953985869884491,0.30259326100349426,0.310228168964386,0.34182673692703247,0.31413042545318604,0.23222821950912476,0.24557068943977356,0.2777978777885437,0.23525404930114746,0.17716556787490845,0.19854629039764404,0.22576472163200378,0.42383143305778503,0.4946690797805786,0.5786445140838623,0.6437774896621704,0.6747303009033203,0.3971971869468689,0.5780442953109741,0.5628085732460022,0.5165717601776123,0.3329273760318756,0.5564523935317993,0.5140242576599121,0.4493394196033478,0.30606725811958313,0.5164928436279297,0.4744224548339844,0.41419491171836853,0.29732972383499146,0.4636242985725403,0.43463456630706787,0.3790665566921234,Fist
0.3714565932750702,0.37693995237350464,0.3840838074684143,0.3779803216457367,0.37652045488357544,0.5467616319656372,0.4035671353340149,0.3786434233188629,0.39994680881500244,0.5415181517601013,0.37960243225097656,0.3688488006591797,0.3981139361858368,0.510212242603302,0.35920047760009766,0.3541027903556824,0.3904668688774109,0.46739378571510315,0.3543534278869629,0.3415157198905945,0.36643314361572266,0.43689319491386414,0.5437822341918945,0.6363512277603149,0.6487919688224792,0.5844067931175232,0.5610383152961731,0.5903265476226807,0.5998029112815857,0.5994240641593933,0.4522835910320282,0.5037189722061157,0.515785813331604,0.5075251460075378,0.35677701234817505,0.41269704699516296,0.43210652470588684,0.4278468191623688,0.27759653329849243,0.3255205750465393,0.35808420181274414,0.36986568570137024,Fist
0.25515854358673096,0.3644656836986542,0.46135270595550537,0.513970673084259,0.5015751719474792,0.4217902421951294,0.47605615854263306,0.4433381259441376,0.4191928803920746,0.3378952145576477,0.407391756772995,0.37790241837501526,0.36016643047332764,0.2653478682041168,0.33687883615493774,0.31160876154899597,0.2947107255458832,0.2043965756893158,0.2703930139541626,0.26576387882232666,0.2518928050994873,0.31052640080451965,0.29757940769195557,0.30231553316116333,0.3333548307418823,0.36848366260528564,0.08541762828826904,0.3162117898464203,0.3331642746925354,0.275532990694046,0.10571426153182983,0.3570023775100708,0.33869513869285583,0.26994451880455017,0.16804012656211853,0.39803987741470337,0.37075406312942505,0.30258846282958984,0.24427573382854462,0.41688019037246704,0.3912356495857239,0.33219340443611145,Fist
0.2986869812011719,0.38379472494125366,0.4678261876106262,0.5195479989051819,0.5216388702392578,0.4812544286251068,0.4743095636367798,0.45278123021125793,0.44484803080558777,0.4078165888786316,0.39127254486083984,0.3741554319858551,0.37096989154815674,0.3304528295993805,0.31985360383987427,0.3129713833332062,0.3148418366909027,0.258481502532959,0.2552446722984314,0.2584184408187866,0.26217639446258545,0.5001533031463623,0.5170986652374268,0.5020139217376709,0.4815240502357483,0.4484429657459259,0.22924122214317322,0.3391059339046478,0.42526543140411377,0.4529484212398529,0.19356697797775269,0.3598403334617615,0.4389157295227051,0.44256100058555603,0.19817478954792023,0.37427639961242676,0.4337137043476105,0.41804540157318115,0.22624507546424866,0.36495161056518555,0.4187430739402771,0.40751293301582336,Fist
0.2340906262397766,0.3456774353981018,0.42579931020736694,0.4498845040798187,0.43741902709007263,0.4298618733882904,0.4170877933502197,0.3954959809780121,0.38867852091789246,0.34742364287376404,0.3412042558193207,0.33133095502853394,0.3304843008518219,0.26586398482322693,0.2757907807826996,0.26860156655311584,0.2642210125923157,0.19199417531490326,0.21593143045902252,0.21185925602912903,0.2037331461906433,0.29487478733062744,0.33813613653182983,0.48429256677627563,0.6301591992378235,0.714992880821228,0.46673479676246643,0.6845789551734924,0.6589647531509399,0.6046725511550903,0.4747791290283203,0.6872203946113586,0.6365770697593689,0.5689899325370789,0.48482948541641235,0.6726595163345337,0.6165973544120789,0.5507625937461853,0.49633339047431946,0.6384938359260559,0.5927112698554993,0.5394085049629211,Fist
